,fit_time,score_time,test_accuracy,test_balanced_accuracy,test_roc_auc,test_f1,model_name
0,2.7573633193969727,0.03299903869628906,0.7895864963829597,0.7909514434673346,0.9202947868405239,0.8248457363764776,LR_w
1,2.7833964824676514,0.03197669982910156,0.7939626685719389,0.794307151121433,0.9224944861888634,0.8285395763656634,LR_w
2,2.6848456859588623,0.03698563575744629,0.7965079932124677,0.796956540216289,0.9207442218602493,0.8302982906937771,LR_w
3,2.823380708694458,0.0295107364654541,0.795873710534542,0.7956664040660656,0.9222810228468903,0.8302699491292562,LR_w
4,2.746377468109131,0.03200340270996094,0.7969454740320636,0.7950158822952675,0.9248232572614321,0.8322449732521675,LR_w
5,2.408198595046997,0.032012224197387695,0.8321425381798696,0.8325026464429932,0.9203037126106847,0.839981269422332,LR
6,2.253662109375,0.032999277114868164,0.8367866392783782,0.836878083452594,0.9224067555895537,0.8449234163519878,LR
7,1.922020673751831,0.03751778602600098,0.8315620255425561,0.8316780379290514,0.9207688365706382,0.8395985711855758,LR
8,2.4535305500030518,0.03099966049194336,0.8365560666279641,0.8365036054137205,0.9222747689322112,0.8446255731023944,LR
9,2.4695322513580322,0.029999494552612305,0.8381190550618497,0.8376213988210794,0.9249589968972544,0.8473234216400624,LR
10,0.5786223411560059,0.04954242706298828,0.8043225864070733,0.8044291410426669,0.8984678648304658,0.8064145608764799,LDA
11,0.5586402416229248,0.03800606727600098,0.8050370634991516,0.8050610529675548,0.8998344915463402,0.8074955908289242,LDA
12,0.6291623115539551,0.03099966049194336,0.8049924086808967,0.8050206495565236,0.8992321614178789,0.8070857445774617,LDA
13,0.632155179977417,0.0319972038269043,0.8042691912651275,0.8042583894191422,0.9012471135471598,0.806464432375149,LDA
14,0.6201636791229248,0.03099799156188965,0.8112356539990175,0.8111255404555571,0.9038649218705312,0.8148083242059146,LDA
15,0.03299403190612793,17.583791494369507,0.8370099133696526,0.837620211638386,0.9149735362081923,0.850028761607363,KNN
16,0.03699493408203125,17.44036030769348,0.8389747253728678,0.8391224760961835,0.9148437860924594,0.8516781836130306,KNN
17,0.03299403190612793,17.695300579071045,0.8366526748236135,0.8368502697536162,0.9132242882520097,0.8496753513602368,KNN
18,0.03198957443237305,17.4543673992157,0.8366900370651543,0.8365973503184552,0.9144965463075261,0.8503253796095445,KNN
19,0.03299975395202637,17.509268522262573,0.8410664046800339,0.8402402124861796,0.9177459091232911,0.8548354203205939,KNN
20,11.220023393630981,0.06325101852416992,0.8266499955345181,0.8268507873578199,0.917145657074798,0.8308644126873476,NN
21,21.293704748153687,0.056241750717163086,0.8376350808252211,0.8377328167030766,0.9230782986705341,0.8462709284627092,NN
22,19.69114899635315,0.05651712417602539,0.8339733857283201,0.8340842255727156,0.9210008657103717,0.841544493692465,NN
23,16.26895546913147,0.06308317184448242,0.8342339123833341,0.8341672298380651,0.9214897909629018,0.8444649291879662,NN
24,18.865482807159424,0.05700874328613281,0.8381637118742464,0.8375509362684261,0.9252101810390994,0.8490880319813442,NN
25,32.21320414543152,0.08450198173522949,0.8586228454050192,0.8590328072146195,0.9402930386977284,0.866165032127156,GBM
26,32.00914406776428,0.09054040908813477,0.8629097079574886,0.863020852875107,0.9428193465600991,0.8711599798556321,GBM
27,32.262707471847534,0.08400440216064453,0.8601411092256854,0.8602833863052111,0.9413822566894106,0.8682816048448144,GBM
28,32.005144357681274,0.08653903007507324,0.8646005448131112,0.8645401322639139,0.9432652119295337,0.872229245680573,GBM
29,32.247199058532715,0.08050918579101562,0.8663421604965837,0.8657493517963704,0.9453380674808278,0.875151211779919,GBM
30,17.654396772384644,0.8065211772918701,0.9601232472983835,0.960304782905448,0.9967995490499906,0.9609480911356976,RF
31,17.40713334083557,0.7736148834228516,0.9621327141198536,0.9621811005875869,0.9974095664144644,0.9631240215689686,RF
32,17.76055145263672,0.7825362682342529,0.9600339376618737,0.9600968505103173,0.9971611964580596,0.9610480045262654,RF
33,17.567650079727173,0.7882168292999268,0.9623989639619523,0.9623725046960199,0.9974065438602031,0.9633785664578983,RF
34,17.47764563560486,0.7781100273132324,0.9642298932702184,0.9639738949106372,0.9978812570567259,0.9654756260506013,RF
35,19.927936792373657,0.8712496757507324,0.9610163436634813,0.9611790297876082,0.9966574027701459,0.9617155637416129,RF_w
36,19.848418474197388,0.8587625026702881,0.9641868357595784,0.9642305301400831,0.9972434653266083,0.9650300863346997,RF_w
37,19.98793864250183,0.8687620162963867,0.9591408412967759,0.9592067407870952,0.9968925722790312,0.9602294953709741,RF_w
38,19.92993426322937,0.8592486381530762,0.9625775912115393,0.9625515908076387,0.9972585478410114,0.9635366808806892,RF_w
39,19.949939012527466,0.8617630004882812,0.9658821953288974,0.9656437636711912,0.997696267427266,0.9670120898100172,RF_w
